cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento
P3372,Calça Masculina,307.39,224.86,82.53,NF204472,uezgrr@email.com,2025-12-20,2025-12-23,MG,37,Loja,Cartão
P3373,Camiseta Feminina,357.8,286.8,71.0,NF591277,ojjsvp@email.com,2025-06-30,2025-07-01,PE,M,Online,Boleto
P3374,Tênis Feminino,344.15,260.25,83.9,NF330387,mkxogf@email.com,2025-03-27,2025-03-27,SC,39,Online,Dinheiro
P3375,Tênis Masculino,127.24,70.36,56.88,NF964424,jilzjo@email.com,2025-03-23,2025-03-26,PR,37,Loja,Dinheiro
P3376,Camiseta Feminina,400.57,260.11,140.46,NF110689,bccmpo@email.com,2026-03-17,2026-03-21,PR,38,Loja,Dinheiro
P3377,Tênis Masculino,376.41,198.26,178.15,NF780205,rcnvsv@email.com,2026-04-12,2026-04-14,PE,36,Loja,Cartão
P3378,Camiseta Masculina,260.48,145.77,114.71,NF523753,qdgzpv@email.com,2025-08-29,2025-08-31,RJ,38,Online,Pix
P3379,Camiseta Masculina,339.7,177.87,161.83,NF837033,nwamjg@email.com,2025-01-11,2025-01-15,SC,38,Online,Pix
P3380,Tênis Masculino,227.2,160.8,66.4,NF568516,rgkepa@email.com,2025-08-10,2025-08-11,PR,40,Online,Pix
P3381,Tênis Feminino,417.19,257.85,159.34,NF234787,owomhy@email.com,2025-08-16,2025-08-21,BA,M,Loja,Pix
P3382,Tênis Masculino,317.75,185.11,132.64,NF485814,lgdzbf@email.com,2026-01-08,2026-01-10,SP,M,Online,Boleto
P3383,Camiseta Masculina,390.31,270.76,119.55,NF891554,brwkug@email.com,2025-04-28,2025-05-03,RS,41,Loja,Cartão
P3384,Tênis Feminino,363.94,255.37,108.57,NF711043,znfcrb@email.com,2026-01-29,2026-01-31,SC,36,Online,Boleto
P3385,Tênis Masculino,298.1,153.08,145.02,NF700852,tbfulx@email.com,2025-05-25,2025-05-28,RS,41,Loja,Pix
P3386,Camiseta Masculina,298.97,171.01,127.96,NF993513,kbwcry@email.com,2025-03-07,2025-03-10,PR,M,Loja,Dinheiro
P3387,Camiseta Feminina,252.44,208.8,43.64,NF617531,mnwnnq@email.com,2025-11-14,2025-11-16,PE,36,Online,Boleto
P3388,Calça Masculina,412.96,272.09,140.87,NF968451,irhnce@email.com,2025-09-17,2025-09-22,PB,36,Online,Cartão
P3389,Camiseta Masculina,246.73,179.8,66.93,NF866498,pmhxaq@email.com,2025-01-09,2025-01-13,CE,37,Loja,Dinheiro
P3390,Calça Feminina,431.16,276.5,154.66,NF990635,wuzqjp@email.com,2025-07-07,2025-07-07,PB,40,Loja,Cartão
P3391,Camiseta Feminina,108.56,77.41,31.15,NF488081,owbjez@email.com,2025-09-27,2025-10-01,RS,40,Online,Boleto
P3392,Calça Feminina,264.44,191.95,72.49,NF753367,pirhpa@email.com,2025-02-28,2025-03-04,CE,36,Online,Dinheiro
P3393,Calça Feminina,413.1,239.75,173.35,NF989192,hzdykw@email.com,2026-02-25,2026-02-26,CE,M,Online,Cartão
P3394,Tênis Masculino,183.29,136.3,46.99,NF252486,kvrnqt@email.com,2025-01-31,2025-02-04,PB,39,Online,Dinheiro
P3395,Tênis Masculino,327.72,184.87,142.85,NF658483,nkunnn@email.com,2025-06-23,2025-06-23,PB,41,Loja,Boleto
P3396,Calça Feminina,289.2,192.22,96.98,NF320838,yxyuup@email.com,2025-04-19,2025-04-23,RS,G,Loja,Pix
P3397,Camiseta Masculina,294.27,236.16,58.11,NF854685,apzyud@email.com,2025-11-19,2025-11-24,PE,G,Loja,Dinheiro
P3398,Calça Masculina,346.34,205.62,140.72,NF768522,klhqdp@email.com,2025-06-23,2025-06-25,MG,38,Online,Cartão
P3399,Tênis Masculino,223.78,130.56,93.22,NF338334,wajial@email.com,2026-01-18,2026-01-19,CE,41,Online,Pix
P3400,Calça Masculina,429.11,234.28,194.83,NF658558,guaxhq@email.com,2025-12-02,2025-12-02,PE,36,Online,Pix
P3401,Calça Feminina,271.22,209.85,61.37,NF473147,riwclw@email.com,2025-08-27,2025-08-29,SP,40,Online,Boleto
P3402,Tênis Feminino,408.76,246.38,162.38,NF544523,gwduvk@email.com,2025-01-07,2025-01-10,SP,40,Online,Dinheiro
P3403,Calça Masculina,273.93,221.31,52.62,NF299608,pnmwer@email.com,2026-03-13,2026-03-16,RJ,39,Online,Cartão
P3404,Calça Masculina,244.97,132.75,112.22,NF227520,amnwuo@email.com,2025-04-27,2025-04-29,BA,42,Loja,Dinheiro
P3405,Calça Feminina,530.31,268.65,261.66,NF615172,smzspc@email.com,2025-05-11,2025-05-15,RS,41,Online,Boleto
P3406,Camiseta Feminina,547.25,278.65,268.6,NF713540,iaksmv@email.com,2025-02-28,2025-03-04,PB,40,Loja,Boleto
P3407,Tênis Masculino,337.74,175.68,162.06,NF987797,hwtrur@email.com,2025-01-23,2025-01-24,RS,36,Online,Cartão
P3408,Tênis Feminino,249.61,134.68,114.93,NF851143,tffjwt@email.com,2026-03-23,2026-03-25,RJ,36,Loja,Boleto
P3409,Calça Masculina,262.48,166.24,96.24,NF194726,uekesq@email.com,2025-02-01,2025-02-06,CE,41,Online,Cartão
P3410,Tênis Feminino,453.37,271.59,181.78,NF161701,dcpvqz@email.com,2025-11-23,2025-11-25,PR,42,Loja,Boleto
P3411,Camiseta Feminina,210.31,117.02,93.29,NF440728,kcuvvy@email.com,2026-01-07,2026-01-10,MG,39,Online,Pix
P3412,Tênis Masculino,565.04,287.01,278.03,NF715712,dhbdxa@email.com,2026-04-12,2026-04-17,SP,G,Online,Boleto
P3413,Tênis Masculino,282.24,189.17,93.07,NF774708,qihqdf@email.com,2025-06-26,2025-06-26,PB,36,Loja,Dinheiro
P3414,Calça Masculina,136.76,97.44,39.32,NF293082,esrwtl@email.com,2025-06-22,2025-06-25,CE,42,Loja,Cartão
P3415,Tênis Masculino,218.01,119.28,98.73,NF426674,zmngbd@email.com,2025-04-09,2025-04-14,PR,40,Loja,Dinheiro
P3416,Tênis Masculino,140.27,83.43,56.84,NF707186,dbbqvy@email.com,2025-01-05,2025-01-06,SP,41,Online,Dinheiro
P3417,Camiseta Masculina,237.77,159.33,78.44,NF768396,krdqzl@email.com,2026-01-14,2026-01-15,BA,38,Loja,Pix
P3418,Camiseta Feminina,467.79,283.33,184.46,NF869988,ccztlu@email.com,2025-08-18,2025-08-20,PR,39,Online,Cartão
P3419,Camiseta Feminina,414.66,213.03,201.63,NF562245,fpzxlc@email.com,2025-06-08,2025-06-11,PB,41,Loja,Dinheiro
P3420,Calça Feminina,239.65,147.79,91.86,NF864430,qadfmy@email.com,2025-02-06,2025-02-06,RS,41,Loja,Cartão
P3421,Camiseta Feminina,110.34,60.87,49.47,NF654757,usptgk@email.com,2025-06-23,2025-06-28,SP,39,Loja,Cartão
P3422,Calça Feminina,230.89,160.3,70.59,NF489562,jmplxf@email.com,2025-09-22,2025-09-26,SP,39,Loja,Cartão
P3423,Tênis Masculino,333.09,180.91,152.18,NF369315,giflkb@email.com,2025-12-02,2025-12-07,RS,M,Loja,Pix
P3424,Calça Feminina,167.99,88.63,79.36,NF642777,dnstjb@email.com,2025-03-27,2025-03-28,SP,P,Loja,Boleto
P3425,Camiseta Feminina,424.36,219.13,205.23,NF245390,olodju@email.com,2025-11-22,2025-11-27,SC,39,Loja,Boleto
P3426,Tênis Feminino,469.84,253.38,216.46,NF834479,ulhzae@email.com,2025-08-31,2025-09-05,PB,40,Online,Pix
P3427,Camiseta Masculina,377.88,189.69,188.19,NF759867,hgtmtq@email.com,2026-04-17,2026-04-20,RS,P,Loja,Dinheiro
P3428,Tênis Masculino,141.96,89.92,52.04,NF495045,wsdogs@email.com,2025-07-02,2025-07-03,BA,39,Online,Pix
P3429,Tênis Masculino,362.73,187.2,175.53,NF578648,bxbopo@email.com,2025-11-06,2025-11-11,BA,P,Loja,Boleto
P3430,Calça Masculina,377.92,236.46,141.46,NF926387,gxbkkp@email.com,2025-04-01,2025-04-05,PE,M,Loja,Cartão
P3431,Camiseta Feminina,159.54,91.37,68.17,NF153459,gecuoz@email.com,2025-01-26,2025-01-29,MG,G,Online,Cartão
P3432,Camiseta Masculina,456.74,295.48,161.26,NF604280,kpvkgd@email.com,2025-03-21,2025-03-25,RS,41,Loja,Boleto
P3433,Camiseta Masculina,265.09,218.03,47.06,NF288185,hwepkk@email.com,2025-01-23,2025-01-28,PE,39,Online,Dinheiro
P3434,Camiseta Feminina,438.57,251.38,187.19,NF520114,lguyny@email.com,2025-09-20,2025-09-25,PR,38,Loja,Boleto
P3435,Camiseta Masculina,512.93,289.2,223.73,NF263436,uxyecc@email.com,2025-05-26,2025-05-31,PR,42,Online,Cartão
P3436,Camiseta Feminina,163.87,82.76,81.11,NF210451,pzoxex@email.com,2025-02-23,2025-02-27,SC,G,Online,Cartão
P3437,Calça Feminina,281.6,205.92,75.68,NF776302,zucqeq@email.com,2025-02-13,2025-02-18,CE,38,Loja,Cartão
P3438,Camiseta Feminina,179.5,134.34,45.16,NF133935,wskokb@email.com,2025-02-01,2025-02-01,MG,40,Loja,Pix
P3439,Tênis Feminino,114.23,94.24,19.99,NF114959,ukdzja@email.com,2025-01-20,2025-01-25,PB,P,Loja,Dinheiro
P3440,Calça Masculina,148.64,88.73,59.91,NF556513,ulndbf@email.com,2025-11-13,2025-11-15,SC,36,Loja,Boleto
P3441,Tênis Feminino,281.29,208.36,72.93,NF753162,vicbdh@email.com,2025-11-15,2025-11-15,MG,G,Online,Dinheiro
P3442,Tênis Masculino,164.44,116.09,48.35,NF517702,ugdpob@email.com,2026-02-12,2026-02-16,PR,40,Loja,Cartão
P3443,Calça Feminina,314.38,214.77,99.61,NF766802,imjrub@email.com,2026-01-07,2026-01-10,MG,P,Loja,Pix
P3444,Calça Feminina,326.14,242.08,84.06,NF921018,yjuzfp@email.com,2025-10-13,2025-10-16,CE,G,Online,Boleto
P3445,Camiseta Feminina,104.07,61.43,42.64,NF739109,naiuiv@email.com,2025-02-21,2025-02-23,PR,36,Loja,Boleto
P3446,Camiseta Feminina,255.66,172.33,83.33,NF789248,kfudtz@email.com,2025-07-10,2025-07-15,MG,40,Online,Cartão
P3447,Calça Feminina,185.16,142.51,42.65,NF250589,nxxlfc@email.com,2025-11-25,2025-11-28,MG,39,Online,Pix
P3448,Calça Feminina,105.11,75.18,29.93,NF436628,eygvdm@email.com,2025-12-19,2025-12-20,PR,P,Online,Dinheiro
P3449,Tênis Masculino,249.83,142.89,106.94,NF350139,ezhnjw@email.com,2025-08-08,2025-08-10,PB,40,Loja,Pix
P3450,Calça Feminina,227.66,146.15,81.51,NF135901,aqhuat@email.com,2026-03-22,2026-03-23,PB,42,Online,Pix
P3451,Calça Feminina,124.17,94.72,29.45,NF147974,rlrbne@email.com,2025-09-16,2025-09-18,RS,36,Loja,Pix
P3452,Tênis Masculino,379.0,246.23,132.77,NF828324,myytnu@email.com,2025-04-21,2025-04-25,SP,36,Loja,Pix
P3453,Calça Masculina,259.99,167.45,92.54,NF893651,eewgwd@email.com,2025-10-20,2025-10-24,BA,P,Loja,Pix
P3454,Calça Feminina,514.4,274.96,239.44,NF233444,uzjlto@email.com,2025-11-12,2025-11-16,PR,P,Loja,Dinheiro
P3455,Calça Feminina,327.66,209.61,118.05,NF494418,xvzshz@email.com,2026-02-05,2026-02-07,PB,G,Online,Boleto
P3456,Calça Feminina,155.98,105.24,50.74,NF171687,nquqaw@email.com,2026-03-01,2026-03-04,PE,P,Online,Pix
P3457,Camiseta Masculina,203.72,132.05,71.67,NF858016,jjjmnu@email.com,2025-04-15,2025-04-18,RJ,38,Online,Dinheiro
P3458,Tênis Masculino,309.0,197.15,111.85,NF444872,gpuvts@email.com,2025-11-20,2025-11-21,MG,41,Online,Cartão
P3459,Calça Masculina,208.29,150.5,57.79,NF550390,mtagvk@email.com,2025-11-03,2025-11-08,MG,37,Online,Boleto
P3460,Camiseta Masculina,376.26,205.51,170.75,NF688923,ishqmb@email.com,2025-01-03,2025-01-04,SC,P,Online,Cartão
P3461,Calça Feminina,335.96,168.27,167.69,NF804319,yrxjxy@email.com,2025-11-21,2025-11-24,RJ,42,Loja,Cartão
P3462,Tênis Masculino,233.47,120.02,113.45,NF833412,jeiljw@email.com,2025-02-23,2025-02-24,PE,P,Loja,Cartão
P3463,Camiseta Feminina,94.34,64.91,29.43,NF294476,aftdgx@email.com,2025-01-11,2025-01-15,SC,40,Loja,Boleto
P3464,Tênis Feminino,282.74,232.79,49.95,NF320843,ivvreo@email.com,2025-04-12,2025-04-16,SC,G,Loja,Cartão
P3465,Camiseta Masculina,281.87,140.96,140.91,NF657460,zvcscu@email.com,2025-03-14,2025-03-19,RS,40,Loja,Cartão
P3466,Calça Masculina,235.5,167.73,67.77,NF254826,lraztc@email.com,2026-03-03,2026-03-04,PB,38,Loja,Boleto
P3467,Camiseta Masculina,137.11,113.35,23.76,NF797540,egpvbl@email.com,2026-04-14,2026-04-14,MG,40,Online,Cartão
P3468,Calça Masculina,172.11,104.34,67.77,NF380471,fguxpx@email.com,2025-09-18,2025-09-20,SC,37,Loja,Pix
P3469,Tênis Feminino,119.43,60.95,58.48,NF939026,zrgccj@email.com,2025-10-28,2025-11-01,BA,P,Loja,Pix
P3470,Camiseta Feminina,312.48,194.26,118.22,NF789424,pzumhr@email.com,2025-09-30,2025-10-02,PB,40,Loja,Cartão
P3471,Calça Masculina,192.82,135.05,57.77,NF703399,tbkefh@email.com,2025-05-25,2025-05-26,PR,G,Loja,Cartão
P3472,Tênis Feminino,264.47,219.77,44.7,NF356034,ucmoen@email.com,2026-04-01,2026-04-04,PB,36,Loja,Dinheiro
P3473,Tênis Feminino,289.91,182.86,107.05,NF692164,jkzllu@email.com,2025-11-19,2025-11-21,MG,39,Loja,Cartão
P3474,Tênis Feminino,169.48,98.91,70.57,NF542656,tzdjdf@email.com,2025-01-29,2025-02-03,RS,P,Online,Pix
P3475,Calça Masculina,445.26,229.78,215.48,NF513319,kuqoas@email.com,2025-09-12,2025-09-13,BA,39,Online,Pix
P3476,Calça Masculina,478.35,275.05,203.3,NF933955,ioytrl@email.com,2025-01-23,2025-01-23,PR,38,Loja,Cartão
P3477,Tênis Masculino,319.81,175.76,144.05,NF170821,rbzeci@email.com,2025-03-21,2025-03-26,PE,36,Online,Cartão
P3478,Calça Feminina,67.54,52.7,14.84,NF875166,icmvhk@email.com,2025-04-10,2025-04-10,MG,42,Loja,Pix
P3479,Tênis Masculino,290.56,204.42,86.14,NF701910,cfvjow@email.com,2025-09-11,2025-09-13,RJ,M,Online,Pix
P3480,Calça Masculina,399.73,262.67,137.06,NF382643,gefizz@email.com,2025-02-25,2025-02-25,BA,38,Loja,Pix
P3481,Calça Feminina,186.13,101.29,84.84,NF563282,hcbrdg@email.com,2026-01-15,2026-01-17,PE,41,Online,Boleto
P3482,Tênis Masculino,154.82,95.4,59.42,NF547587,lbjoqw@email.com,2025-09-04,2025-09-05,PR,38,Online,Boleto
P3483,Camiseta Feminina,497.26,293.17,204.09,NF639998,zwzbwu@email.com,2025-06-25,2025-06-29,RS,42,Online,Pix
P3484,Camiseta Feminina,146.51,94.21,52.3,NF941654,zzzmvu@email.com,2025-08-06,2025-08-06,MG,39,Loja,Cartão
P3485,Calça Masculina,178.44,144.55,33.89,NF845399,cvirmm@email.com,2026-04-08,2026-04-08,PR,37,Online,Pix
P3486,Tênis Feminino,317.53,163.52,154.01,NF315969,wppdzd@email.com,2025-08-29,2025-08-31,SC,36,Online,Dinheiro
P3487,Tênis Feminino,402.07,272.85,129.22,NF431326,plisxd@email.com,2025-04-07,2025-04-08,BA,42,Loja,Dinheiro
P3488,Calça Feminina,315.77,208.57,107.2,NF558264,meikwi@email.com,2025-01-09,2025-01-10,CE,G,Online,Cartão
P3489,Camiseta Feminina,313.62,242.41,71.21,NF408859,arbnmi@email.com,2025-03-31,2025-04-01,SP,37,Loja,Boleto
P3490,Tênis Masculino,371.67,195.86,175.81,NF998465,akdaqo@email.com,2025-12-13,2025-12-14,BA,M,Loja,Cartão
P3491,Tênis Feminino,215.41,113.72,101.69,NF672643,utdtze@email.com,2025-07-09,2025-07-14,PR,36,Online,Cartão
P3492,Tênis Masculino,391.5,267.84,123.66,NF883801,udbrqc@email.com,2025-05-22,2025-05-22,MG,37,Online,Pix
P3493,Camiseta Masculina,149.29,82.56,66.73,NF789761,tjlicx@email.com,2025-07-06,2025-07-10,CE,40,Loja,Cartão
P3494,Tênis Feminino,218.78,122.41,96.37,NF512253,zoofmg@email.com,2025-09-05,2025-09-07,PB,38,Online,Pix
P3495,Tênis Feminino,420.03,259.29,160.74,NF425212,xitcdv@email.com,2026-03-11,2026-03-13,RJ,G,Loja,Cartão
P3496,Camiseta Masculina,364.16,215.27,148.89,NF752400,jexbts@email.com,2025-08-06,2025-08-07,BA,41,Loja,Pix
P3497,Camiseta Masculina,79.81,51.01,28.8,NF340797,sodtvv@email.com,2025-03-22,2025-03-22,PR,M,Online,Cartão
P3498,Tênis Feminino,249.37,204.55,44.82,NF646565,hbspuw@email.com,2026-02-01,2026-02-01,RJ,41,Loja,Cartão
P3499,Calça Feminina,526.19,281.63,244.56,NF871191,pnrndl@email.com,2025-10-06,2025-10-08,PR,M,Online,Boleto
P3500,Tênis Masculino,277.89,151.94,125.95,NF914976,ybpkjn@email.com,2025-02-15,2025-02-17,PE,38,Online,Dinheiro
P3501,Camiseta Masculina,315.32,214.47,100.85,NF427038,dnkpit@email.com,2026-04-12,2026-04-17,PR,40,Online,Pix
P3502,Calça Masculina,115.9,91.2,24.7,NF366647,ihoasw@email.com,2026-01-25,2026-01-27,SP,P,Loja,Cartão
P3503,Camiseta Masculina,165.54,83.41,82.13,NF178277,qddsjr@email.com,2025-06-03,2025-06-07,BA,G,Loja,Boleto
P3504,Camiseta Masculina,380.0,282.31,97.69,NF862360,apvdou@email.com,2026-04-09,2026-04-09,SP,38,Online,Dinheiro
P3505,Calça Masculina,238.16,159.8,78.36,NF404262,muvjcc@email.com,2025-12-10,2025-12-15,CE,P,Online,Dinheiro
P3506,Camiseta Masculina,280.02,167.08,112.94,NF714731,jolawi@email.com,2026-04-05,2026-04-08,RJ,M,Loja,Pix
P3507,Calça Masculina,222.04,121.97,100.07,NF112120,dprnfj@email.com,2025-05-22,2025-05-26,CE,37,Loja,Dinheiro
P3508,Tênis Feminino,85.24,53.55,31.69,NF552905,mpyjjo@email.com,2025-09-20,2025-09-21,SC,36,Loja,Dinheiro
P3509,Camiseta Masculina,244.93,128.62,116.31,NF704131,fbrbxc@email.com,2025-08-13,2025-08-13,PR,M,Loja,Boleto
P3510,Tênis Masculino,244.06,137.1,106.96,NF800533,bbqhex@email.com,2025-10-06,2025-10-06,PE,P,Loja,Pix
P3511,Tênis Feminino,102.82,73.71,29.11,NF862111,guqvqc@email.com,2025-10-24,2025-10-24,CE,36,Online,Cartão
P3512,Camiseta Masculina,336.3,244.66,91.64,NF606382,ytdibn@email.com,2025-03-22,2025-03-24,PE,37,Online,Pix
P3513,Tênis Masculino,396.77,281.56,115.21,NF972781,xckufe@email.com,2025-10-06,2025-10-11,MG,37,Loja,Boleto
P3514,Tênis Masculino,138.74,106.29,32.45,NF488600,grvlmd@email.com,2025-11-10,2025-11-13,PR,37,Online,Cartão
P3515,Camiseta Masculina,369.16,255.5,113.66,NF953464,useodo@email.com,2025-11-21,2025-11-23,SP,38,Loja,Cartão
P3516,Camiseta Feminina,119.78,62.77,57.01,NF799017,pymfpx@email.com,2025-08-24,2025-08-28,PR,41,Online,Cartão
P3517,Tênis Masculino,390.87,233.82,157.05,NF513845,ehrldi@email.com,2026-03-24,2026-03-27,RS,P,Online,Pix
P3518,Tênis Feminino,76.27,50.15,26.12,NF956761,rncezc@email.com,2025-02-26,2025-02-26,CE,39,Online,Pix
P3519,Camiseta Feminina,119.55,72.55,47.0,NF913009,onfxxd@email.com,2025-03-29,2025-04-02,BA,38,Online,Cartão
P3520,Calça Feminina,353.34,194.14,159.2,NF800975,roabsg@email.com,2025-03-28,2025-03-31,SC,G,Online,Pix
P3521,Camiseta Feminina,476.01,266.76,209.25,NF836146,cjpmlk@email.com,2026-04-22,2026-04-24,RS,40,Online,Pix
P3522,Tênis Masculino,160.09,100.15,59.94,NF873089,rtyilu@email.com,2025-12-18,2025-12-23,MG,42,Loja,Boleto
P3523,Tênis Masculino,211.45,125.93,85.52,NF238523,babcyt@email.com,2026-04-29,2026-05-04,PE,38,Loja,Pix
P3524,Tênis Feminino,212.05,136.27,75.78,NF751297,zhqhva@email.com,2025-04-11,2025-04-13,PB,42,Online,Boleto
P3525,Camiseta Masculina,481.34,245.42,235.92,NF526185,anlfet@email.com,2026-04-01,2026-04-05,SC,39,Loja,Cartão
P3526,Camiseta Feminina,137.7,96.3,41.4,NF776362,yjhjrs@email.com,2026-01-26,2026-01-31,MG,40,Online,Pix
P3527,Tênis Feminino,130.34,92.53,37.81,NF454829,nerzqx@email.com,2025-05-16,2025-05-19,SP,42,Loja,Cartão
P3528,Tênis Masculino,255.64,149.4,106.24,NF625187,ktptem@email.com,2026-04-18,2026-04-20,PB,P,Online,Pix
P3529,Camiseta Masculina,410.87,269.59,141.28,NF372318,ywaqdy@email.com,2025-08-28,2025-08-30,MG,37,Online,Pix
P3530,Calça Masculina,228.36,182.79,45.57,NF467785,dzywas@email.com,2025-08-14,2025-08-19,SC,38,Loja,Cartão
P3531,Camiseta Masculina,195.88,120.42,75.46,NF538437,chmqsp@email.com,2025-11-26,2025-11-27,MG,P,Online,Cartão
P3532,Tênis Masculino,340.78,278.04,62.74,NF327486,dtdeag@email.com,2025-07-16,2025-07-18,PR,G,Loja,Cartão
P3533,Tênis Feminino,277.57,225.68,51.89,NF674231,phlhfc@email.com,2025-10-21,2025-10-26,PE,P,Loja,Cartão
P3534,Calça Masculina,313.2,177.83,135.37,NF742248,bkotpb@email.com,2025-02-22,2025-02-26,CE,42,Loja,Pix
P3535,Camiseta Feminina,326.17,269.61,56.56,NF506078,uzjdtr@email.com,2026-02-09,2026-02-13,BA,38,Loja,Boleto
P3536,Tênis Feminino,202.48,129.43,73.05,NF923635,ryudkp@email.com,2025-05-07,2025-05-09,PR,41,Online,Dinheiro
P3537,Camiseta Masculina,415.1,285.57,129.53,NF246601,gfhepm@email.com,2026-02-28,2026-03-02,SP,42,Loja,Boleto
P3538,Tênis Masculino,395.32,220.1,175.22,NF494327,iwivxf@email.com,2025-01-28,2025-02-02,PB,G,Online,Boleto
P3539,Tênis Masculino,332.4,195.13,137.27,NF645751,wzygoc@email.com,2025-06-24,2025-06-25,SP,G,Online,Cartão
P3540,Camiseta Masculina,124.04,101.29,22.75,NF570951,fflcvv@email.com,2025-03-22,2025-03-22,MG,M,Online,Dinheiro
P3541,Camiseta Feminina,334.4,193.29,141.11,NF769146,jfpjwf@email.com,2026-02-26,2026-02-28,CE,M,Online,Boleto
P3542,Calça Feminina,525.66,274.29,251.37,NF423656,lotvlk@email.com,2025-10-03,2025-10-04,CE,36,Loja,Cartão
P3543,Camiseta Masculina,275.34,138.83,136.51,NF370228,wjqnhq@email.com,2025-06-14,2025-06-18,MG,41,Online,Pix
P3544,Calça Feminina,252.18,133.51,118.67,NF454059,aefece@email.com,2025-12-11,2025-12-12,PB,G,Online,Pix
P3545,Calça Feminina,122.37,75.84,46.53,NF900653,kihodf@email.com,2025-03-10,2025-03-11,BA,G,Online,Cartão
P3546,Camiseta Masculina,302.19,226.6,75.59,NF115559,klbzvc@email.com,2025-11-20,2025-11-20,PE,G,Loja,Dinheiro
P3547,Calça Feminina,346.59,274.8,71.79,NF760624,enadxu@email.com,2025-06-17,2025-06-18,MG,36,Online,Cartão
P3548,Camiseta Masculina,302.13,192.79,109.34,NF737682,ltgefi@email.com,2026-01-01,2026-01-01,CE,38,Online,Cartão
P3549,Tênis Feminino,276.45,141.01,135.44,NF725117,sukycl@email.com,2025-03-01,2025-03-02,RJ,41,Loja,Pix
P3550,Camiseta Feminina,248.25,170.42,77.83,NF250497,cewiww@email.com,2025-03-09,2025-03-14,PR,40,Online,Cartão
P3551,Calça Masculina,252.08,141.37,110.71,NF506875,npzmle@email.com,2025-03-21,2025-03-24,RS,42,Loja,Boleto
P3552,Calça Feminina,257.17,153.95,103.22,NF211650,jeutbs@email.com,2026-02-01,2026-02-04,RS,40,Loja,Cartão
P3553,Tênis Feminino,433.06,256.65,176.41,NF982679,knzsaq@email.com,2025-08-09,2025-08-10,CE,38,Loja,Pix
P3554,Camiseta Feminina,320.81,260.76,60.05,NF425209,oqnxfq@email.com,2025-04-02,2025-04-03,PB,37,Online,Pix
P3555,Tênis Masculino,260.64,191.3,69.34,NF712728,mrcynf@email.com,2025-11-09,2025-11-11,PR,38,Loja,Boleto
P3556,Camiseta Feminina,425.02,268.11,156.91,NF576175,ebwcsd@email.com,2025-09-02,2025-09-02,MG,38,Loja,Cartão
P3557,Calça Feminina,244.44,145.16,99.28,NF179481,mjduci@email.com,2025-08-27,2025-08-30,SP,38,Online,Dinheiro
P3558,Tênis Masculino,290.31,181.39,108.92,NF623460,nuwybj@email.com,2025-09-26,2025-09-28,RS,37,Loja,Boleto
P3559,Calça Masculina,230.31,122.38,107.93,NF259939,wbdcnw@email.com,2026-01-13,2026-01-15,PE,42,Online,Cartão
P3560,Tênis Masculino,259.27,132.65,126.62,NF990255,rfhqse@email.com,2025-02-16,2025-02-17,CE,40,Online,Dinheiro
P3561,Camiseta Feminina,259.04,156.7,102.34,NF965798,xknsnu@email.com,2026-04-15,2026-04-19,BA,41,Online,Dinheiro
P3562,Tênis Masculino,166.96,116.3,50.66,NF677192,owduel@email.com,2025-02-24,2025-02-26,PR,42,Online,Dinheiro
P3563,Calça Feminina,247.68,154.2,93.48,NF547907,cghmce@email.com,2025-09-14,2025-09-14,BA,40,Loja,Boleto
P3564,Camiseta Feminina,110.32,55.33,54.99,NF260563,qebqwq@email.com,2026-04-17,2026-04-17,PB,M,Online,Boleto
P3565,Tênis Feminino,522.09,296.94,225.15,NF259574,vaskmp@email.com,2026-04-03,2026-04-06,PB,37,Online,Dinheiro
P3566,Tênis Masculino,245.54,177.44,68.1,NF132093,kbeawf@email.com,2025-12-05,2025-12-07,RJ,37,Loja,Cartão
P3567,Calça Feminina,446.64,296.0,150.64,NF620715,nstdnj@email.com,2025-10-06,2025-10-08,SP,M,Loja,Pix
P3568,Camiseta Feminina,142.9,73.87,69.03,NF456670,xpkipp@email.com,2026-01-04,2026-01-08,MG,41,Loja,Boleto
P3569,Calça Masculina,331.59,177.89,153.7,NF315610,cutdfc@email.com,2025-07-27,2025-07-30,BA,38,Loja,Cartão
P3570,Camiseta Masculina,291.02,192.42,98.6,NF471939,rynnzy@email.com,2026-03-03,2026-03-08,PB,39,Loja,Cartão
P3571,Camiseta Feminina,260.42,161.64,98.78,NF381578,bhtfcc@email.com,2025-09-24,2025-09-28,PR,40,Online,Pix
P3572,Calça Feminina,206.43,137.68,68.75,NF162134,nskipm@email.com,2025-07-30,2025-07-30,SP,39,Loja,Boleto
P3573,Camiseta Feminina,537.3,289.7,247.6,NF229849,simbgq@email.com,2026-04-15,2026-04-17,SP,P,Online,Boleto
